Symbol,Name,Sector,Industry
196490,디에이테크놀로지,INDUSTRIAL,2차전지설비
066900,디에이피,IT,Build-Up PCB(인쇄회로기판)
127120,디엔에이링크,OTHER,"유전체분석(EGIS), 개인유전체분석(DNAGPS)"
092070,디엔에프,MATERIALS,반도체배선박막재료(알루미늄전구체)
134580,디엠티,COMMUNICATION,셋톱박스
039840,디오,HEALTH,자동포장기계
196450,디오스텍,IT,휴대폰용카메라렌즈모듈제조
013570,디와이,FINANCIAL,"자동차부품,유공압기기,소각로,자동세차기,하훼유통,발효기,모터 제조"
210540,디와이파워,INDUSTRIAL,유공압기기 등
104460,디와이피엔에프,INDUSTRIAL,뉴메틱 컨베잉 시스템(분체이송시스템)
079810,디이엔티,INDUSTRIAL,FPD공정검사장비
227100,디자인,INDUSTRIAL,스마트 액세서리(보조배터리 등)
113810,디젠스,INDUSTRIAL,자동차용 소음기(머플러)
043360,디지아이,IT,"잉크젯 플로터, 커팅 플로터"
197140,디지캡,IT,"보호솔루션, 방송서비스솔루션 등"
106520,디지탈옵틱,IT,휴대폰 및 차량용 카메라렌즈
068930,디지털대성,OTHER,대성N스쿨 (교육 프랜차이즈)
033130,디지틀조선,IT,위성서비스
105740,디케이락,INDUSTRIAL,"DK-Lok 피팅, D-Pro 밸브"
263020,디케이앤디,MATERIALS,합성피혁 및 부직포
290550,디케이티,IT,스마트폰용 FPCA
007340,디티알오토모티브,IT,자동차용 밧데리
187220,디티앤씨,HEALTH,전기전자규격 인증서비스
026890,디피씨,INDUSTRIAL,"전자레인지용 고압변성기,리엑터,디지탈위성방송수신기 제조"
163430,디피코,INDUSTRIAL,"자동차 엔지니어링 서비스, 의료용 전동스쿠터 등"
131180,딜리,IT,디지털 UV 프린터
317120,라닉스,IT,"자동차 및 IoT 통신,보안 솔루션"
042510,라온시큐어,IT,소프트웨어 개발 및 공급
232680,라온테크,INDUSTRIAL,산업용로봇과 자동화시스템
300120,라온피플,IT,"카메라 모듈 검사기, AI 머신비전, 골프센서"
036170,라이브파이낸셜,IT,LED패키지
050120,라이브플렉스,OTHER,"텐트, 원 ·부자재"
171120,라이온켐텍,MATERIALS,"합성왁스, 인조대리석"
069540,라이트론,COMMUNICATION,"광가입자용 광송수신모듈, CATV/이동통신용 광부품"
285770,라이프사이언스테크놀로지,IT,생체신호모듈 및 패치형 체온 측정시스템 등
214260,라파스,MATERIALS,"마이크로니들 패치 제품(의약품패치, 의료기기패치, 미용패치 등)"
115390,락앤락,MATERIALS,플라스틱 밀폐용기
200350,래몽래인,CD,TV드라마제작
171010,램테크놀러지,MATERIALS,"AMOLED 마스크 세정액, 반도체 식각액, 반도체 박리액"
084650,랩지노믹스,OTHER,체외진단 서비스 및 제품
217500,러셀,INDUSTRIAL,반도체장비 리퍼비시
092590,럭스피아,IT,"LED 패키지, LED 모듈"
033600,럭슬,INDUSTRIAL,김치냉장고부품
141080,레고켐바이오,OTHER,신약후보물질 발굴을 통한 License-Out
060300,레드로버,CD,"콘텐츠제작, 4D 시네마 시스템 및 영상관 구축, 3D융합, 3D HW, 3D SW, VR"
038390,레드캡투어,CD,"여행알선, 렌터카"
294140,레몬,MATERIALS,"EMI Shield Can, 나노멤브레인 등"
228670,레이,HEALTH,"디지털 치료솔루션(CT scan 장비, 3D 프린터), 디지털 진단시스템(X-ray, CT 등)"
228850,레이언스,HEALTH,"TFT Detector, CMOS Detector, I/O Sensor"
281740,레이크머티리얼즈,MATERIALS,"LED, 반도체 소재 및 석유화학촉매"
215100,로보로보,INDUSTRIAL,교육용로봇
090360,로보스타,INDUSTRIAL,"제조용 로봇, FPD 장비, IT부품 제조장비"
238500,로보쓰리,OTHER,"모듈, 퍼스널 모빌리티기기"
108490,로보티즈,INDUSTRIAL,"솔루션(로봇 엑츄에이터 모듈과 구동 소프트웨어), 에듀테인먼트 로봇, 로봇 플랫폼"
900260,로스웰,FINANCIAL,"CAN Control Gateway, CAN기능모듈, BCM 차체제어모듈"
067730,로지시스,IT,"전산장비 판매 및 유지보수, VAN기기 대행관리"
071280,로체시스템즈,INDUSTRIAL,LCD 제조용 이송장비
032350,롯데관광개발,CD,"국내외여행알선,관광개발,전세운수,항공권매매대행"
330590,롯데리츠,REAL_ESTATE,부동산투자
000400,롯데손해보험,FINANCIAL,손해보험업
023530,롯데쇼핑,CD,"백화점(의류,식품 및 잡화),할인점 운영/전자상거래"
004000,롯데정밀화학,MATERIALS,"염소·셀룰로스계열, 암모니아 계열, 전자재료 등 화학제품 제조"
286940,롯데정보통신,IT,"SM, SI"
280360,롯데제과,CS,"껌,캔디,초코,비스켓,빙과"
004990,롯데지주,FINANCIAL,지주회사
005300,롯데칠성,CS,"청량음료,과채류음료,곡류음료,주류 제조,판매/자동차정비,연수원"
011170,롯데케미칼,MATERIALS,"폴리프로필렌,고밀도폴리에틸렌,에틸렌글리콜,벤젠,에틸렌옥사이드,합성지,부산물 제조"
002270,롯데푸드,CS,"빙과,유지,식품 제조"
071840,롯데하이마트,IT,"가전제품,잡화 도소매/부동산 임대"
038060,루멘스,IT,LED개발 및 제조
162120,루켄테크놀러지스,INDUSTRIAL,반도체 및 디스플레이 검사장비 및 검사부품
253610,루트락,OTHER,"인공슬관절, 척추 임플란트(의료기기 도·소매)"
085370,루트로닉,HEALTH,의료용레이저기기
060240,룽투코리아,IT,"모바일게임(열혈강호,검과마법)"
058470,리노공업,IT,"리노핀, 반도체 소켓 등"
039980,리노스,CD,"TRS통신, Kipling Bag외"
019570,리더스 기술투자,FINANCIAL,금융투자
016100,리더스코스메틱,MATERIALS,화장품
012700,리드코프,OTHER,화공약품운반
302550,리메드,HEALTH,자기장 치료기기
029480,릭스솔루션,COMMUNICATION,"네트워크 통합사업,네트워크 장비, 光 전송장비, S/W 제조, 네트워크관리"
277070,린드먼아시아,FINANCIAL,"투자조합, PEF 결성 및 투자"
042500,링네트,IT,네트워크 구축(Network Integration)
219420,링크제니시스,IT,"반도체, 디스플레이, 자동화 S/W 및 시스템 테스트 자동화 솔루션 개발(XCOMPRO, XGEM, MAT)"
027740,마니커,CS,"닭고기,햄,계육가공제품,계육,육가공제품 제조,판매,유통/양계관련사업/부동산임대/수출입대행"
195500,마니커에프앤지,CS,"육가공품, 튀김류, 패티류, 삼계탕 등"
222810,마이더스AI,IT,보안솔루션 개발 외
305090,마이크로디지탈,HEALTH,"바이오 분석 시스템, 메디칼 자동화 시스템"
098120,마이크로컨텍솔,IT,"BGA IC Burn-In Socket,DRAM Module Socket"
147760,마이크로프랜드,INDUSTRIAL,반도체 검사용 프로브카드
038290,마크로젠,OTHER,"DNA Sequencing, Microarray, Genetically Engineered Mouse"
204320,만도,INDUSTRIAL,"제동장치, 조향장치, 현가장치"
001080,만호제강,MATERIALS,"와이어로프,합성섬유로프,특수강선 제조,수출,임대"
267980,매일유업,CS,"유제품(우유, 분유, 발효유, 치즈, 음료 등)"
005990,매일홀딩스,CS,유제품
127160,매직마이크로,IT,"LED 리드프레임, LED PKG"
093520,매커스,INDUSTRIAL,자일링스(Xilinx)비메모리반도체(PLDchip)유통
141070,맥스로텍,INDUSTRIAL,갠트리로봇 공장자동화시스템
088980,맥쿼리인프라,FINANCIAL,증권투자회사
094800,맵스리얼티1,FINANCIAL,
100590,머큐리,COMMUNICATION,"AP 단말기, 광섬유 및 광케이블, 위성통신 전송장비"
067280,멀티캠퍼스,OTHER,e-Learning서비스
072870,메가스터디,CD,"온라인강의,교재판매"
215200,메가스터디교육,OTHER,"오프라인 학원, 온라인 강의"
133750,메가엠디,OTHER,"의학, 치의학, 법학 전문대학원, 약학대학 입학시험 대비 강의"
235980,메드팩토,OTHER,항암제 신약개발
200580,메디쎄이,HEALTH,정형외과용 척추임플란트
041920,메디아나,HEALTH,"환자감시장치, 자동심장 제세동기(AED)"
233250,메디안디노스틱,HEALTH,동물질병 체외진단키트 및 진단용 시약
014100,메디앙스,MATERIALS,"누크, 비비생활용품, 비앙또마망, 지에닉, 닥터 아토피스"
236340,메디젠휴먼케어,OTHER,M-CHECK (개인별 유전적 질병 예측 서비스)
054180,메디콕스,INDUSTRIAL,XML/SGML 관련 제품 및 솔루션
086900,메디톡스,MATERIALS,"의약품원료(A형,B형 보툴리늄독소 단백질치료제) 제조,연구,개발"
078160,메디포스트,MATERIALS,제대혈은행
065650,메디프론,INDUSTRIAL,음반재킷 제작
138040,메리츠금융지주,FINANCIAL,투자사업
008560,메리츠증권,FINANCIAL,"유가증권의 위탁매매,자기매매,인수공모주선업무"
000060,메리츠화재,FINANCIAL,"손해보험(화재,해상,운송보험)"
021880,메이슨캐피탈,FINANCIAL,리스수입
140410,메지온,OTHER,"발기부전증치료제, 전립선비대증치료제"
241770,메카로,MATERIALS,반도체용 전구체 및 히터블록
090370,메타랩스,OTHER,"여성용 의류(캐쥬얼티셔츠,바지) 제조"
059210,메타바이오메드,HEALTH,"생체분해성봉합사,근관충전재"
327260,메탈라이프,IT,"광통신, RF통신용 패키지"
058110,멕아이씨에스,HEALTH,인공호흡기
096640,멜파스,IT,"터치센서 칩, 터치스크린 모듈, 터치키 모듈 제조"
017180,명문제약,HEALTH,"의약품(ROBAXIN 주사,KIMITE패취) 제조,판매"
257370,명성티엔에스,INDUSTRIAL,"2차전지 분리막 제조설비, 디스플레이용 생산설비"
009900,명신산업,INDUSTRIAL,자동차차체부품
267060,명진홀딩스,CS,"연어 가공 식품(필렛, HMR)"
012690,모나리자,MATERIALS,"화장지,미용티슈 제조,도매"
005360,모나미,OTHER,"BP153(BALL POINT PEN), P-3000(PLUS PEN), 유성매직, 보드마카, 네임펜, PARKER, WARTERMAN, 색연필"
080420,모다이노칩,CD,"ESD필터,칩바리스터"
080160,모두투어,CD,"항공권판매수수료,해외여행알선"
204210,모두투어리츠,REAL_ESTATE,"호텔 부동산 취득, 관리, 개량 및 처분"
100030,모바일리더,IT,"Sync 솔루션, 멀티미디어 솔루션"
087260,모바일어플라이언스,IT,"블랙박스, 내비게이션, HUD, ADAS"
101330,모베이스,COMMUNICATION,휴대전화 케이스
012860,모베이스전자,INDUSTRIAL,"스마트키,스위치"
250060,모비스,IT,기업인수합병
033200,모아텍,IT,위치제어용초정및소형모터
009680,모토닉,INDUSTRIAL,"자동차용 기화기(캬브레타,다이캐스트,연료펌프) 제조,판매"
118990,모트렉스,INDUSTRIAL,차량용 인포테인먼트
006920,모헨즈,MATERIALS,레미콘
009580,무림P&P,MATERIALS,"표백화학펄프(B.K.P) 제조,목재가공,조림사업"
001810,무림SP,MATERIALS,"아트지,CCP지"
009200,무림페이퍼,MATERIALS,"지류,아트지,백상지 제조"
322970,무진메디,OTHER,나노-유전자 편집 기술 기반 대장암·탈모 등 치료제
033920,무학,CS,소주
008420,문배철강,MATERIALS,"철강재중 판재류(후판,박판,무늬강판) 제조,도매"
279600,미디어젠,IT,음성인식 소프트웨어 기술개발
028040,미래SCI,OTHER,규사
095500,미래나노텍,MATERIALS,LCDBLU용광학필름
025560,미래산업,INDUSTRIAL,"PCB마운터,반도체검사장비(반도체테스트핸들러),LCD 검사장비,리드프레임매가진 제조,도매,무역"
218150,미래생명자원,CS,동물용 사료 및 조제식품 제조업
007120,미래아이앤지,IT,"CCTV, DVR제조, 금융솔루션, 방산제품"
006800,미래에셋대우,FINANCIAL,"유가증권매매,유가증권위탁매매,유가증권인수"
353490,미래에셋대우스팩 5호,FINANCIAL,금융 지원 서비스업
328380,미래에셋대우스팩3호,FINANCIAL,기업인수합병
333430,미래에셋대우스팩4호,FINANCIAL,기업인수합병
357250,미래에셋맵스리츠,REAL_ESTATE,부동산 임대업
100790,미래에셋벤처투자,FINANCIAL,중소기업 창업투자 관련 고유계정/투자조합 관련 수익
085620,미래에셋생명,FINANCIAL,생명보험상품
208890,미래엔에듀파트너,OTHER,방과후 교육
049950,미래컴퍼니,INDUSTRIAL,EdgeGrinder
213090,미래테크놀로지,IT,OTP
207760,미스터블루,COMMUNICATION,"온라인 만화 콘텐츠 서비스 및 제공, 만화 출판"
225850,미애부,OTHER,"친환경, 무합성 발효화장품"
002840,미원상사,MATERIALS,"계면활성제,분황,황산,도료첨가제,프라스틱첨가제 제조"
268280,미원에스씨,MATERIALS,에너지경화수지
107590,미원홀딩스,FINANCIAL,도료첨가제
134380,미원화학,MATERIALS,"계면활성제, 황산및분황"
003650,미창석유,ENERGY,"윤활유,고무배합유,전기절연유 제조,판매,수출입"
059090,미코,IT,반도체 및 디스플레이 부품 제조
214610,미코바이오메드,HEALTH,체외진단용 의료기기
201490,미투온,IT,소셜 카지노 게임
950190,미투젠,IT,"캐주얼게임, 소셜카지노게임"
214180,민앤지,COMMUNICATION,휴대폰부가서비스
155900,바다로19호,INDUSTRIAL,
206640,바디텍메드,HEALTH,기업인수합병
018700,바른손,CD,지제품
035620,바른손이앤에이,CD,게임 개발 및 서비스
064520,바른전자,IT,"메모리 카드, 스마트 카드 등"
053030,바이넥스,HEALTH,"정장제, 소화제"
301300,바이브컴퍼니,IT,"소셜 빅데이터 기반 인공지능 서비스 (소셜메트릭스), 문제 해결 솔루션 (AI Solver)"
064550,바이오니아,HEALTH,"합성유전자,시약및유전자분석장비"
208710,바이오로그디바이스,IT,모바일용 카메라모듈 부품외
142760,바이오리더스,OTHER,"자궁경부상피이형증 치료제, 자궁경부전암 치료백신"
086820,바이오솔루션,MATERIALS,"세포치료제, 인체조직모델 등"
038460,바이오스마트,IT,"M/S 카드제조업, IC 카드제조, 카드장비판매"
281310,바이오시네틱스,OTHER,"나노의약품 및 소재, 약물전달시스템(DDS)"
266470,바이오인프라생명과학,OTHER,I-FINDER(바이오마커 진단)
216400,바이오코아,OTHER,"CRO(분석/생동/임상) 서비스, 유전체 분석 및 유전체 분석제품 개발 등"
086040,바이오톡스텍,OTHER,"안전성평가,유효성평가"
199290,바이오프로테크,HEALTH,심전도 측정용 전극 등
032980,바이온,CS,"배너,타포린,화장품,자동차부품"
222160,바이옵트로,INDUSTRIAL,"PCB 전기 검사기, Screw 자동 체결기"
043150,바텍,HEALTH,"치과용 디지털 X-ray기기 (파노라마, CT) 및 구강스캐너 등"
323990,박셀바이오,OTHER,"항암면역세포치료제(자연살해세포, 수지상세포, CAR-T 및 인터루킨 기반 항암제)"
003610,방림,OTHER,"P/C혼방직물,면방적,각종사류,직물류 제조,도소매"
267790,배럴,OTHER,래쉬가드 및 워터스포츠 등
001340,백광산업,MATERIALS,"가성소다,합성염산 제조,판매"
046310,백금T&A,COMMUNICATION,레이더디텍터
035150,백산,MATERIALS,"P.U.인조피혁,부직포인공피혁 제조,무역"
036620,버추얼텍,OTHER,"고지유통, ERP시스템 운영"
066410,버킷스튜디오,CD,DVD타이틀
002410,범양건영,INDUSTRIAL,"토목공사,주택건설,건축공사,난방공사,전기공사,포장공사"
206400,베노홀딩스,IT,"웹게임, 모바일게임"
019010,베뉴지,CD,"백화점, 할인점"
177350,베셀,INDUSTRIAL,디스플레이 제조장비
299910,베스파,IT,모바일게임
096300,베트남개발1,FINANCIAL,투자신탁
007210,벽산,MATERIALS,"단열재, 천장재, 외장재, 내장재, 외단열, 바닥재 등"
225530,보광산업,MATERIALS,"콘크리트용 부순골재, 아스콘, 레미콘"
250000,보라티알,CS,"유가공품, 소스류, 파스타류"
002760,보락,MATERIALS,"식품향료,식품첨가물,화학제품,껌베이스(자일리톨,에리스리톨),담배향료 제조,판매"
003850,보령제약,HEALTH,"의약품(제산제(겔포스),구심,용각산,고혈압치료제(카프릴),소염진통제(멘소레담),항생제(듀리세프),혈전치료제(아스트릭스)) 제조"
006910,보성파워텍,INDUSTRIAL,송배전용자재
000890,보해양조,CS,"주류(소주,매취,실비우스,위스키) 제조,음료 도매"
226340,본느,MATERIALS,기업인수합병
206950,볼빅,CD,골프공
003000,부광약품,HEALTH,"의약품,치약,의약부외품(부광탁스,레가론,부광안티프라그) 제조"
001270,부국증권,FINANCIAL,"유가증권 매매,위탁매매,인수,주선"
026940,부국철강,MATERIALS,철강
014470,부방,FINANCIAL,"수정진동자, 수정발진기, 전기보온밥솥 등"
015350,부산가스,UTILITY,"도시가스 배관공급,가스기기 판매,설비공사"
011390,부산산업,MATERIALS,"레미콘 제조,판매"
005030,부산주공,INDUSTRIAL,"자동차부품(엔진부품,조향장치부품,브레이장치부품,오토미셧부품) 제조,도매/부동산 임대"
008470,부스타,INDUSTRIAL,"관류보일러,진공온수보일러,무압온수보일러,난방기 제조,판매"
100120,뷰웍스,HEALTH,X-Ray Detector
337930,브랜드엑스코퍼레이션,COMMUNICATION,"애슬레저의류, 생활/청결 용품"
066980,브레인콘텐츠,COMMUNICATION,TFT-LCD용 광기능성 필름
064480,브리지텍,IT,"컨택센터솔루션,BcN솔루션,ASP서비스사업"
288330,브릿지바이오테라퓨틱스,MATERIALS,"펠리노-1 단백질 저해제, 오토택신 저해제"
251630,브이원텍,INDUSTRIAL,LCD/OLED 압흔검사기
018290,브이티지엠피,IT,라미네이팅필름
263920,블러썸엠앤씨,OTHER,"화장용 스펀지, 퍼프"
033560,블루콤,IT,"마이크로스피커, 블루투스헤드셋, Linear 진동모터"
126340,비나텍,IT,초고용량 커패시터(슈퍼커패시터)
121800,비덴트,COMMUNICATION,방송용 LCD모니터
148140,비디아이,INDUSTRIAL,"탈황설비, 전기집진기, 회처리 및 회정제설비"
082800,비보존 헬스케어,IT,백색발광다이오드(LED)
318410,비비씨,OTHER,덴탈 케어용 소재(테이퍼모 등)
002070,비비안,OTHER,"여성내의류(스타킹,화운데이숀,란제리),카바링사 제조,수출입/부동산 매매,임대"
100220,비상교육,CD,"참고서 출판/소프트웨어 개발,공급"
200780,비씨월드제약,HEALTH,"마취통증약, 순환계약, 항생제, 기타처방약"
141000,비아트론,INDUSTRIAL,AMOLED 등 제조장비
090460,비에이치,IT,연성인쇄회로기판(FPCB)
083650,비에이치아이,INDUSTRIAL,"보일러,열교환기등"
215050,비엔디생활건강,MATERIALS,세탁용 세제
086670,비엠티,INDUSTRIAL,"정밀계장용피팅및밸브류,전원분배장치(MCPD)"
335890,비올,HEALTH,의료기기
138580,비즈니스온,IT,전자세금계산서 발행서비스(스마트빌)
082920,비츠로셀,IT,리튬1차전지
054220,비츠로시스,INDUSTRIAL,"원방감시제어시스템, 분산제어시스템"
042370,비츠로테크,FINANCIAL,"차단기, 개폐기"
030790,비케이탑스,IT,"시스템통합소프트웨어 개발, 전자상거래"
032850,비트컴퓨터,IT,의료정보시스템
148780,비플라이소프트,IT,"아이서퍼, e-NIE, 파오인 등"
238200,비피도,CS,프로바이오틱스 관련 완제품 및 균주 원말 등
093190,빅솔론,IT,"POS용프린터,프린팅메카니즘"
065450,빅텍,INDUSTRIAL,전자전시스템 장치류
210120,빅텐츠,CD,"드라마, OST"
352820,빅히트,CD,"음악 기획/제작, 퍼블리싱, 아티스트 매니지먼트"
005180,빙그레,CS,"아이스크림,우유,스낵,유산균(욥닥터캡슐) 제조"
072950,빛샘전자,IT,"전광판용 LED 모듈, LED 전광판, 광접속함체"
266170,뿌리깊은나무들,CD,TV 드라마 등
143240,사람인에이치알,IT,"온라인 채용광고(취업포털), 인재파견, 취업지원 등"
003960,사조대림,CS,"게맛살,어육연제품,식용류,배합사료 제조"
008040,사조동아원,CS,"제분, 배합사료 제조"
007160,사조산업,INDUSTRIAL,"원양어업(참치,명태,오징어),육가공,참치통조림,장류 제조/냉동냉장 창고운영/부동산 임대/컴퓨터,소프트웨어 개발,도매/팝콘,구운김 도매"
014710,사조씨푸드,CS,횟감용 참치 및 기타 일반수산물
006090,사조오양,CS,"원양어업/수산물가공(게맛살) 제조,수출입/냉동 및 냉장보관/부동산 임대"
100090,삼강엠앤티,MATERIALS,"후육강관제조업,조선블록제조업"
122350,삼기,INDUSTRIAL,자동차부품
014970,삼륭물산,MATERIALS,카톤팩
018310,삼목에스폼,INDUSTRIAL,"유로폼,갱폼,알루미늄폼,특수폼,유리온실사업"
053700,삼보모터스,INDUSTRIAL,증명서 자동발급기
009620,삼보산업,MATERIALS,알미늄괴
023600,삼보판지,MATERIALS,"골판지,골판지상자"
111870,삼본전자,IT,"이어폰,헤드폰,키패드"
001470,삼부토건,INDUSTRIAL,"토목공사,건축공사,포장공사,건설업,분양사업/건설자재 제조"
006400,삼성SDI,IT,"칼라브라운관,PDP,평판표시관,모니터,휴대용 디스플레이,폴리머전지(2차전지),초박형브라운관,전계발광소자 제조,판매"
006660,삼성공조,INDUSTRIAL,"자동차부품(라디에터,오일쿨러,인터쿨러) 제조,판매"
028260,삼성물산,OTHER,"도소매, 건설, 남자용 정장 제조업 등"
207940,삼성바이오로직스,MATERIALS,바이오의약품
032830,삼성생명,FINANCIAL,"생명보험,부동산 임대"
291230,삼성스팩2호,FINANCIAL,기업인수합병
018260,삼성에스디에스,IT,"IT서비스, 물류BPO"
028050,삼성엔지니어링,INDUSTRIAL,"산업설비,건물,구축물,토목시설의 설계,시공,공사감리"
009150,삼성전기,IT,"영상,음향,통신장비,모듈,다층인쇄회로기판,적층세라믹콘덴서,고주파필터,전압제어발진기,온도보상형수정발진기,칩인덕터,디지털위성방송수신기,광픽업,편향코일"
005930,삼성전자,COMMUNICATION,"IMT2000 서비스용 동기식 기지국,교환국장비,데이터단말기,동영상휴대폰,핵심칩,반도체제품,사무,계산 및 회계용기계"
001360,삼성제약,HEALTH,"의약품(까스명수,쓸기담,에프킬라에어졸,액체우황청심원) 제조,도매"
010140,삼성중공업,INDUSTRIAL,"선박(벌크선,원유운반선),철구조물,에너지플랜트 생산,판매/토목건축업"
016360,삼성증권,FINANCIAL,"유가증권의 매매,위탁매매,인수주선"
068290,삼성출판사,CD,"서적 출판,인쇄,소매/부동산 임대"
029780,삼성카드,FINANCIAL,"신용카드업,상품신용판매,현금서비스,카드론,리스,기업대출,여행업무,통신판매"
000810,삼성화재,FINANCIAL,"손해보험의 원수,재보험,운용자산의 투자활동"
006110,삼아알미늄,MATERIALS,"알루미늄박지,은박지,은박가공품,알페이스트 제조,도매,수출"
009300,삼아제약,HEALTH,"노마에프, 아토크건조시럽, 코데날정, 코코시럽, 스마엘"
145990,삼양사,CS,설탕
003230,삼양식품,CS,"라면,스낵,유제품,장유,식용유,사료,향신료,건강음료(루이보스 티) 제조,도매"
225190,삼양옵틱스,IT,디지털 카메라용 교환렌즈
002170,삼양통상,OTHER,"피혁원단,혁제운동화,혁제장갑,혁제스포츠용품 제조,상품중개,무역"
272550,삼양패키징,MATERIALS,PET 용기 및 아셉틱 OEM
000070,삼양홀딩스,FINANCIAL,"지주회사,경영자문컨설팅"
002810,삼영무역,OTHER,"화공약품, 안경렌즈"
054540,삼영엠텍,INDUSTRIAL,"구조용 특수장치, 교량부품"
065570,삼영이엔씨,COMMUNICATION,"GMDSS장비, GPS플로터 등"
005680,삼영전자,IT,"전자부품(알루미늄 전해콘덴서),전기이중층콘덴서,센서 제조,도매"
003720,삼영화학,MATERIALS,"합성수지(BOPP,캐파시타),PPC,랩,종이상자(카톤팩) 제조"
023000,삼원강재,INDUSTRIAL,"열간압연제품(평강,봉강,특수이형강,환강,자동차용 겹판스프링) 제조,판매"
004380,삼익THK,INDUSTRIAL,"직선운동시스템,메카트로시스템,기타정밀 자동화기기 제조,판매/전자상거래,인터넷 관련 s/w,h/w 개발,판매,유지보수"
002450,삼익악기,CD,"피아노,기타,현악기,전자악기,동 부분품 제조,임대,도매"
032280,삼일,INDUSTRIAL,운송및하역수입
002290,삼일기업공사,INDUSTRIAL,도급공사
004440,삼일씨엔에스,MATERIALS,"PHC파일, 골재, 강교제작"
000520,삼일제약,HEALTH,"양약(부루펜,액티피드,포리부틴) 제조,도매"
009770,삼정펄프,MATERIALS,"지류화장지,안면용,위생용 티슈 제조,판매"
037460,삼지전자,COMMUNICATION,"통신기기,정보기기,BACKLIGHTUNIT사업"
032750,삼진,COMMUNICATION,리모트컨트롤러
054090,삼진엘앤디,OTHER,"몰드프레임, TFT-LCD BLU"
005500,삼진제약,HEALTH,"의약품(게보린,세트라졸,염산나록손) 제조,판매,수출입,약초재배"
000250,삼천당제약,HEALTH,"세프메타졸, 파클캅셀, 네틸마이신"
004690,삼천리,UTILITY,도시가스 공급/부동산 임대
024950,삼천리자전거,OTHER,자전거
038500,삼표시멘트,MATERIALS,"시스템통합(SI), 네트워크장비"
017480,삼현철강,MATERIALS,"후판,열연후판,산세판박,무늬강판,용단철강,형강외"
010960,삼호개발,INDUSTRIAL,"토공사,철근콘크리트공사,포장공사,미장방수공사,상하수도공사,수중공사,비계구조물해체공사/골재,아스콘 제조,판매,중기임대"
046390,삼화네트웍스,CD,"시스템통합(SI), 시스템유지(SM)"
004450,삼화왕관,INDUSTRIAL,"납세용 일반병마개,알루미늄캡,플라스틱캡 제조,판매,금속인쇄,수출"
009470,삼화전기,IT,"콘덴서 제조,판매"
011230,삼화전자,IT,"전자부품(페라이트 코어,SMPS,편향요크(DY),고압변성기(FBT)용코어) 제조,판매"
001820,삼화콘덴서,IT,콘덴서(축전기) 제조
000390,삼화페인트,MATERIALS,"건축용페인트,공업용페인트,분체도료 등 제조"
027580,상보,MATERIALS,"광학필름,윈도우필름,미디어필름"
038540,상상인,IT,전자계전기(RELAY)
307870,상상인이안1호스팩,FINANCIAL,기업인수합병
329560,상상인이안제2호스팩,FINANCIAL,기업인수합병
101000,상상인인더스트리,INDUSTRIAL,"선박용 크레인,선박구성부품,선박의장품,철구조물 제조/철판 도매/부동산 임대"
001290,상상인증권,FINANCIAL,유가증권 매매
041650,상신브레이크,INDUSTRIAL,"자동차 브레이크 슈 어셈블리,브레이크패드 제조/군납업,무역/부동산 임대"
091580,상신이디피,IT,2차전지부품
263810,상신전자,IT,"노이즈필터(48.81%), 코일(19.33%), 리액터(10.75%)"
089980,상아프론테크,MATERIALS,"LCD 부품, 사무기기 부품, PCB 부품, 2차전지 부품"
042940,상지카일룸,INDUSTRIAL,"건설업, 고급빌라 건축 및 일반 건축, 주택공급 등"
042600,새로닉스,IT,"광학시트, FFC"
075180,새론오토모티브,INDUSTRIAL,"자동차부품(브레이크패드,라이닝)"
263540,샘코,OTHER,도어시스템
007540,샘표,FINANCIAL,"간장,된장,고추장 제조,가공,판매,무역"
248170,샘표식품,CS,간장
294630,서남,INDUSTRIAL,고온초전도선재
038070,서린바이오,OTHER,생명과학연구기기및시약
006730,서부T&D,CD,석유류판매
079650,서산,MATERIALS,"레미콘,전주,고강도파일,흄관"
100660,서암기계공업,INDUSTRIAL,"공작기계부품(정밀기어,척),산업기계 제조부동산 임대"
007860,서연,FINANCIAL,"자동차부품(승용차내장품-도어트림,헤드라이닝,승용차시트) 제조,도매"
200880,서연이화,INDUSTRIAL,자동차 도어 트림 및 시트
019770,서연탑메탈,INDUSTRIAL,자동차금형.건설중장비 부품
017390,서울가스,UTILITY,"도시가스공급,가스공급설비공사"
043710,서울리거,OTHER,모바일 주변 기기류
092190,서울바이오시스,IT,"Visible LED, UV LED"
046890,서울반도체,IT,"Display, Chip LED, Lamp"
004410,서울식품,CS,"빵,스넥,마아가린,유지류,사료 제조,도매"
063170,서울옥션,OTHER,미술품경매
027040,서울전자통신,INDUSTRIAL,"전자변성기, 무역업(트랜스포머자재)"
018680,서울제약,HEALTH,"정제,연질캅셀제,경질캅셀제,연고 및 크림제 등"
021050,서원,MATERIALS,"비철금속(황동 빌레트,인코트) 제조,재생원료생산"
093920,서원인텍,COMMUNICATION,휴대폰용키패드및부자재
189860,서전기전,INDUSTRIAL,"수배전반, 전력기기, 전기공사"
178320,서진시스템,COMMUNICATION,"통신장비부품,휴대폰부품(메탈케이스 등)"
122690,서진오토모티브,INDUSTRIAL,"Clutch,Flywheel,Driveplate,Bearing,ATparts"
140070,서플러스글로벌,INDUSTRIAL,"반도체 제조용 장비, 유휴기계설비 도소매"
