Symbol,Name,Industry,Sector
PRAA,PRA Group Inc,기업 금융 서비스,FINANCIAL
INDI,indie Semiconductor Inc,반도체,IT
ATSG,Air Transport Services Group Inc,"배달, 우편, 항공 화물 및 육상 물류",INDUSTRIAL
CHY,Calamos Convertible and High Income Closed Fund,폐쇄형 펀드,FINANCIAL
SHLS,Shoals Technologies Group Inc,전기 부품 및 장비,INDUSTRIAL
ANAB,AnaptysBio Inc,생명 공학 및 의학 연구,HEALTH
GSM,Ferroglobe PLC,특수 채굴 및 금속,MATERIALS
BASE,Couchbase Inc,소프트웨어,IT
SBGI,Sinclair Inc,방송,COMMUNICATION
AMAL,Amalgamated Bank,은행,FINANCIAL
TARS,Tarsus Pharmaceuticals Inc,제약,HEALTH
DCOM,Dime Community Bancshares Inc,은행,FINANCIAL
ATEC,Alphatec Holdings Inc,"의료 장비, 물품 및 유통",HEALTH
WEST,Westrock Coffee Co,식품 가공,CD
CRON,Cronos Group Inc,제약,HEALTH
BRKL,Brookline Bancorp Inc,은행,FINANCIAL
PNTG,Pennant Group Inc,의료 시설 및 서비스,HEALTH
GYRE,Gyre Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
HSTM,HealthStream Inc,소프트웨어,IT
DGII,Digi International Inc,통신 및 네트워킹,COMMUNICATION
RPAY,Repay Holdings Corp,경영 지원 서비스,CS
PLSE,Pulse Biosciences Inc,첨단 의료 장비 및 기술,HEALTH
BFC,Bank First Corp,은행,FINANCIAL
PFC,Premier Financial Corp (OHIO),은행,FINANCIAL
NRDS,NerdWallet Inc,소비자 대출,FINANCIAL
CNOB,ConnectOne Bancorp Inc,은행,FINANCIAL
TTGT,TechTarget Inc,IT 서비스 및 컨설팅,IT
ETNB,89Bio Inc,생명 공학 및 의학 연구,HEALTH
LQDA,Liquidia Corp,제약,HEALTH
SDA,SunCar Technology Group Inc,개인 서비스,CS
HEPS,D Market Elektronik Hizmetler ve Ticaret AS ADR,백화점,CD
BITF,Bitfarms Ltd,블록 체인 및 암호화폐,FINANCIAL
CLOV,Clover Health Investments Corp,의료 관리,HEALTH
SVC,Service Properties Trust,특수 REITs,REAL_ESTATE
SLN,Silence Therapeutics PLC ADR,생명 공학 및 의학 연구,HEALTH
RDFN,Redfin Corp,부동산 서비스,REAL_ESTATE
TCPC,BlackRock TCP Capital Corp,투자 관리 및 펀드 운영,FINANCIAL
ABCL,Abcellera Biologics Inc,생명 공학 및 의학 연구,HEALTH
SEAT,Vivid Seats Inc,온라인 서비스,IT
AILE,iLearningEngines Inc,소프트웨어,IT
CHI,Calamos Convertible Opportunities and Income Closed Fund,폐쇄형 펀드,FINANCIAL
SCHL,Scholastic Corp,소비자 출판,CD
CGBD,Carlyle Secured Lending Inc,기업 금융 서비스,FINANCIAL
IMOS,ChipMOS Technologies Inc ADR,반도체 장비 및 테스트,IT
CTBI,Community Trust Bancorp Inc,은행,FINANCIAL
EOLS,Evolus Inc,제약,HEALTH
INNV,InnovAge Holding Corp,의료 시설 및 서비스,HEALTH
ATRI,Atrion Corp,"의료 장비, 물품 및 유통",HEALTH
SLRC,SLR Investment Corp,폐쇄형 펀드,FINANCIAL
GDEN,Golden Entertainment Inc,카지노 및 도박,CD
NYAX,Nayax Ltd,기타 핀테크 인프라,FINANCIAL
EMBC,Embecta Corp,"의료 장비, 물품 및 유통",HEALTH
ROOT,Root Inc,복합보험 및 중개인,FINANCIAL
IIIV,I3 Verticals Inc,핀테크,FINANCIAL
CFB,CrossFirst Bankshares Inc,은행,FINANCIAL
WGS,GeneDx Holdings Corp,의료 시설 및 서비스,HEALTH
MNRO,Monro Inc,"자동차 차량, 부품 및 서비스 소매",CD
AMRK,A-Mark Precious Metals Inc,금 제외 귀금속 및 광물,MATERIALS
MATW,Matthews International Corp,개인 생활 필수 용품,CS
HROW,Harrow Inc,제약,HEALTH
WOOF,Petco Health and Wellness Company Inc,기타 전문 소매,CD
HCSG,Healthcare Services Group Inc,경영 지원 서비스,CS
RMR,RMR Group Inc,부동산 서비스,REAL_ESTATE
DXPE,DXP Enterprises Inc,산업용 기계 및 장비,INDUSTRIAL
AUPH,Aurinia Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
FDMT,4D Molecular Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
HAYN,Haynes International Inc,철 및 강철,MATERIALS
DNTH,Dianthus Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
PLRX,Pliant Therapeutics Inc,제약,HEALTH
CRML,Critical Metals Corp,특수 채굴 및 금속,MATERIALS
MNTK,Montauk Renewables Inc,전력 유틸리티,UTILITY
IMNM,Immunome Inc,생명 공학 및 의학 연구,HEALTH
EH,EHang Holdings Ltd ADR,항공우주 및 방위,INDUSTRIAL
CVAC,CureVac NV,생명 공학 및 의학 연구,HEALTH
VMEO,Vimeo Inc,소프트웨어,IT
UVSP,Univest Financial Corp,은행,FINANCIAL
NBBK,NB Bancorp Inc,은행,FINANCIAL
HSII,Heidrick & Struggles International Inc,고용 서비스,CS
FCBC,First Community Bankshares Inc,은행,FINANCIAL
CFFN,Capitol Federal Financial Inc,은행,FINANCIAL
DHC,Diversified Healthcare Trust,특수 REITs,REAL_ESTATE
WVE,WAVE Life Sciences Ltd,생명 공학 및 의학 연구,HEALTH
SLP,Simulations Plus Inc,첨단 의료 장비 및 기술,HEALTH
AVBP,Arrivent Biopharma Inc,생명 공학 및 의학 연구,HEALTH
IGIC,International General Insurance Holdings Ltd,손해보험,FINANCIAL
RUSHB,Rush Enterprises Inc Class B,"자동차 차량, 부품 및 서비스 소매",CD
SSBK,Southern States Bancshares Inc,은행,FINANCIAL
OLMA,Olema Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
HFWA,Heritage Financial Corp,은행,FINANCIAL
AMSC,American Superconductor Corp,전기 부품 및 장비,INDUSTRIAL
ALGT,Allegiant Travel Co,항공사,INDUSTRIAL
AVO,Mission Produce Inc,어업 및 농업,MATERIALS
STOK,Stoke Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
FLGT,Fulgent Genetics Inc,의료 시설 및 서비스,HEALTH
ZYME,Zymeworks Inc,생명 공학 및 의학 연구,HEALTH
RAPP,Rapport Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
HPH,Highest Performances Holdings Inc ADR,투자 관리 및 펀드 운영,FINANCIAL
CTKB,Cytek Biosciences Inc,첨단 의료 장비 및 기술,HEALTH
CNDT,Conduent Inc,IT 서비스 및 컨설팅,IT
IMXI,International Money Express Inc,경영 지원 서비스,CS
KRNT,Kornit Digital Ltd,산업용 기계 및 장비,INDUSTRIAL
ARKO,Arko Corp.,"오일, 가스 정제 및 마케팅",ENERGY
CSTL,Castle Biosciences Inc,"의료 장비, 물품 및 유통",HEALTH
PTLO,Portillos Inc,레스토랑 및 바,CD
ABL,Abacus Life Inc,복합보험 및 중개인,FINANCIAL
TRIN,Trinity Capital Inc,투자 관리 및 펀드 운영,FINANCIAL
HCKT,Hackett Group Inc,경영 지원 서비스,CS
ASTE,Astec Industries Inc,중장비 및 차량,INDUSTRIAL
APLT,Applied Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
ABVX,Abivax SA ADR,생명 공학 및 의학 연구,HEALTH
MBUU,Malibu Boats Inc,오락용 제품,CD
ULCC,Frontier Group Holdings Inc,항공사,INDUSTRIAL
ATEX,Anterix Inc,무선 통신 서비스,COMMUNICATION
PAHC,Phibro Animal Health Corp,제약,HEALTH
CGC,Canopy Growth Corp,제약,HEALTH
OSBC,Old Second Bancorp Inc,은행,FINANCIAL
MCBS,Metrocity Bankshares Inc,은행,FINANCIAL
LMB,Limbach Holdings Inc,건설 및 엔지니어링,INDUSTRIAL
MESO,Mesoblast Ltd ADR,생명 공학 및 의학 연구,HEALTH
MBWM,Mercantile Bank Corp,은행,FINANCIAL
BJRI,BJ's Restaurants Inc,레스토랑 및 바,CD
ABUS,Arbutus Biopharma Corp,생명 공학 및 의학 연구,HEALTH
SPTN,SpartanNash Co,식품 소매 및 유통,CS
AVAH,Aveanna Healthcare Holdings Inc,의료 시설 및 서비스,HEALTH
KELYA,Kelly Services Inc Class A,고용 서비스,CS
SRRK,Scholar Rock Holding Corp,생명 공학 및 의학 연구,HEALTH
SVRA,Savara Inc,생명 공학 및 의학 연구,HEALTH
ADSE,Ads-Tec Energy PLC,IT 서비스 및 컨설팅,IT
LPRO,Open Lending Corp,전문 정보 서비스,CS
KIDS,OrthoPediatrics Corp,"의료 장비, 물품 및 유통",HEALTH
SWBI,Smith & Wesson Brands Inc,오락용 제품,CD
HAIN,Hain Celestial Group Inc,식품 가공,CD
CCAP,Crescent Capital BDC Inc,폐쇄형 펀드,FINANCIAL
IBCP,Independent Bank Corp (Michigan),은행,FINANCIAL
TIPT,Tiptree Inc,투자 지주 회사,FINANCIAL
CDMO,Avid Bioservices Inc,제약,HEALTH
SVA,Sinovac Biotech Ltd,제약,HEALTH
TVTX,Travere Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
HA,Hawaiian Holdings Inc,항공사,INDUSTRIAL
HBT,HBT Financial Inc,은행,FINANCIAL
SLAMU,Slam Units,투자 지주 회사,FINANCIAL
BELFB,Bel Fuse Inc Class B,전자 장비 및 부품,IT
CHUY,Chuy's Holdings Inc,레스토랑 및 바,CD
GSBC,Great Southern Bancorp Inc,은행,FINANCIAL
FDUS,Fidus Investment Corp,폐쇄형 펀드,FINANCIAL
CCB,Coastal Financial Corp (EVERETT),은행,FINANCIAL
CRGX,CARGO Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
PHAT,Phathom Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
OPAL,Opal Fuels Inc,"오일, 가스 탐사 및 생산",ENERGY
ALMS,Alumis Inc,생명 공학 및 의학 연구,HEALTH
CRSR,Corsair Gaming Inc,컴퓨터 하드웨어,IT
REPL,Replimune Group Inc,생명 공학 및 의학 연구,HEALTH
BIOX,Bioceres Crop Solutions Corp,농화학제,MATERIALS
OFIX,Orthofix Medical Inc,"의료 장비, 물품 및 유통",HEALTH
FUFU,BitFuFu Inc,블록 체인 및 암호화폐,FINANCIAL
ADPT,Adaptive Biotechnologies Corp,생명 공학 및 의학 연구,HEALTH
WLFC,Willis Lease Finance Corp,경영 지원 서비스,CS
CMPO,CompoSecure Inc,경영 지원 서비스,CS
BVS,Bioventus Inc,"의료 장비, 물품 및 유통",HEALTH
CRBP,Corbus Pharmaceuticals Holdings Inc,생명 공학 및 의학 연구,HEALTH
PETQ,PetIQ Inc,제약,HEALTH
MLAB,Mesa Laboratories Inc,"의료 장비, 물품 및 유통",HEALTH
LEGH,Legacy Housing Corp,주택 건설,INDUSTRIAL
STKL,Sunopta Inc,식품 가공,CD
LVRO,Lavoro Ltd,농화학제,MATERIALS
SCWX,SecureWorks Corp,IT 서비스 및 컨설팅,IT
DAKT,Daktronics Inc,전자 장비 및 부품,IT
SIGA,SIGA Technologies Inc,제약,HEALTH
HBNC,Horizon Bancorp Inc,은행,FINANCIAL
GOOD,Gladstone Commercial Corp,복합부동산 REITs,REAL_ESTATE
WRLD,World Acceptance Corp,소비자 대출,FINANCIAL
EZPW,EZCORP Inc,소비자 대출,FINANCIAL
LQDT,Liquidity Services Inc,온라인 서비스,IT
ORRF,Orrstown Financial Services Inc,은행,FINANCIAL
TRST,TrustCo Bank Corp NY,은행,FINANCIAL
SDST,Stardust Power Inc,전기 부품 및 장비,INDUSTRIAL
DMRC,Digimarc Corp,소프트웨어,IT
DSP,Viant Technology Inc,소프트웨어,IT
KRUS,Kura Sushi USA Inc,레스토랑 및 바,CD
CCD,Calamos Dynamic Convertible And Income Closed Fund,폐쇄형 펀드,FINANCIAL
KC,Kingsoft Cloud Holdings Ltd ADR,IT 서비스 및 컨설팅,IT
DH,Definitive Healthcare Corp,소프트웨어,IT
URGN,Urogen Pharma Ltd,생명 공학 및 의학 연구,HEALTH
RGNX,Regenxbio Inc,생명 공학 및 의학 연구,HEALTH
FWRD,Forward Air Corp,"배달, 우편, 항공 화물 및 육상 물류",INDUSTRIAL
LENZ,LENZ Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
SIBN,SI-BONE Inc,"의료 장비, 물품 및 유통",HEALTH
HTBK,Heritage Commerce Corp,은행,FINANCIAL
LAB,Standard BioTools Inc,첨단 의료 장비 및 기술,HEALTH
NVTS,Navitas Semiconductor Corp,반도체,IT
THRY,Thryv Holdings Inc,광고 및 마케팅,CS
PLPC,Preformed Line Products Co,전기 부품 및 장비,INDUSTRIAL
SRDX,Surmodics Inc,"의료 장비, 물품 및 유통",HEALTH
EU,enCore Energy Corp,우라늄,MATERIALS
EGBN,Eagle Bancorp Inc,은행,FINANCIAL
TREE,Lendingtree Inc,소비자 대출,FINANCIAL
CATC,Cambridge Bancorp,은행,FINANCIAL
GLDD,Great Lakes Dredge & Dock Corp,건설 및 엔지니어링,INDUSTRIAL
FSBC,Five Star Bancorp,은행,FINANCIAL
ERAS,Erasca Inc,생명 공학 및 의학 연구,HEALTH
FLWS,1-800-Flowers.Com Inc,기타 전문 소매,CD
APLD,Applied Digital Corp,블록 체인 및 암호화폐,FINANCIAL
ORIC,Oric Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
NCMI,National Cinemedia Inc,광고 및 마케팅,CS
BLDP,Ballard Power Systems Inc,재생 가능 에너지 장비 및 서비스,ENERGY
LXRX,Lexicon Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
CELC,Celcuity Inc,생명 공학 및 의학 연구,HEALTH
HTBI,HomeTrust Bancshares Inc,은행,FINANCIAL
DJCO,Daily Journal Corp,소비자 출판,CD
MREO,Mereo BioPharma Group PLC ADR,생명 공학 및 의학 연구,HEALTH
ANNX,Annexon Inc,생명 공학 및 의학 연구,HEALTH
GHRS,GH Research PLC,생명 공학 및 의학 연구,HEALTH
XMTR,Xometry Inc,IT 서비스 및 컨설팅,IT
TIGR,UP Fintech Holding Ltd ADR,투자 은행 및 중개 서비스,FINANCIAL
ITOS,Iteos Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
ECX,Ecarx Holdings Inc.,통합 하드웨어 및 소프트웨어,IT
SERV,Serve Robotics Inc,경영 지원 서비스,CS
SNCY,Sun Country Airlines Holdings Inc,항공사,INDUSTRIAL
AVXL,Anavex Life Sciences Corp,생명 공학 및 의학 연구,HEALTH
LAZR,Luminar Technologies Inc,"자동차, 트럭 및 오토바이 부품",INDUSTRIAL
GHIXU,Gores Holdings IX Units,투자 지주 회사,FINANCIAL
OSPN,OneSpan Inc,소프트웨어,IT
NYMT,New York Mortgage Trust Inc,특수 REITs,REAL_ESTATE
CHSCO,CHS Cumulative Redeemable Pref Shs Class B,어업 및 농업,MATERIALS
DDI,DoubleDown Interactive Co Ltd ADR,카지노 및 도박,CD
MLYS,Mineralys Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
MRNO,Murano Global Investments Plc,"부동산 임대, 개발 및 운영",REAL_ESTATE
KRT,Karat Packaging Inc,용기(종이 제외) 및 포장재,MATERIALS
ACIC,American Coastal Insurance Corp,손해보험,FINANCIAL
HAFC,Hanmi Financial Corp,은행,FINANCIAL
AGNCP,Agnc Invt 1000 Dep Shs Repstg Cum Red Prf Series F,특수 REITs,REAL_ESTATE
BFST,Business First Bancshares Inc,은행,FINANCIAL
YORW,York Water Co,수자원 유틸리티,UTILITY
SMBC,Southern Missouri Bancorp Inc,은행,FINANCIAL
IRMD,IRadimed Corp,첨단 의료 장비 및 기술,HEALTH
GRAL,Grail Inc,생명 공학 및 의학 연구,HEALTH
VINP,Vinci Partners Investments Ltd,투자 관리 및 펀드 운영,FINANCIAL
CNSL,Consolidated Communications Holdings Inc,통합 통신 서비스,COMMUNICATION
CLNE,Clean Energy Fuels Corp,"오일, 가스 정제 및 마케팅",ENERGY
ATRO,Astronics Corp,항공우주 및 방위,INDUSTRIAL
CCBG,Capital City Bank Group Inc,은행,FINANCIAL
FRPH,FRP Holdings Inc,"부동산 임대, 개발 및 운영",REAL_ESTATE
CLFD,Clearfield Inc,통신 및 네트워킹,COMMUNICATION
OCS,Oculis Holding AG,생명 공학 및 의학 연구,HEALTH
PHAR,Pharming Group NV ADR,제약,HEALTH
CHSCL,CHS Cumulative Redeemable Pref Shs Series 4 Class B,어업 및 농업,MATERIALS
SNDL,SNDL Inc,제약,HEALTH
KALV,Kalvista Pharmaceuticals Inc,제약,HEALTH
CCRN,Cross Country Healthcare Inc,고용 서비스,CS
RILY,B Riley Financial Inc,투자 은행 및 중개 서비스,FINANCIAL
CAC,Camden National Corp,은행,FINANCIAL
ATXS,Astria Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
PRME,Prime Medicine Inc,생명 공학 및 의학 연구,HEALTH
GCBC,Greene County Bancorp Inc,은행,FINANCIAL
HONE,HarborOne Bancorp Inc,은행,FINANCIAL
GDEV,GDEV Inc,소프트웨어,IT
MNMD,Mind Medicine (MindMed) Inc,생명 공학 및 의학 연구,HEALTH
MITK,Mitek Systems Inc,소프트웨어,IT
CASS,Cass Information Systems Inc,경영 지원 서비스,CS
TBLD,Thornburg Income Builder Opportunities Trust,폐쇄형 펀드,FINANCIAL
FMNB,Farmers National Banc Corp,은행,FINANCIAL
OTLY,Oatly Group AB (publ) ADR,식품 가공,CD
PROK,ProKidney Corp,생명 공학 및 의학 연구,HEALTH
FULC,Fulcrum Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
ALLO,Allogene Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
CGNT,Cognyte Software Ltd,소프트웨어,IT
TRDA,Entrada Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
LESL,Leslie's Inc,기타 전문 소매,CD
METC,Ramaco Resources Inc Class A,철 및 강철,MATERIALS
SAGE,SAGE Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
ARCT,Arcturus Therapeutics Holdings Inc,생명 공학 및 의학 연구,HEALTH
GLRE,Greenlight Capital Re Ltd,재보험,FINANCIAL
SSYS,Stratasys Ltd,전자 장비 및 부품,IT
IGMS,IGM Biosciences Inc,생명 공학 및 의학 연구,HEALTH
AIOT,PowerFleet Inc,IT 서비스 및 컨설팅,IT
NRC,National Research Corp,경영 지원 서비스,CS
UFCS,United Fire Group Inc,손해보험,FINANCIAL
ZJYL,Jin Medical International Ltd,"의료 장비, 물품 및 유통",HEALTH
NIPG,NIP Group Inc ADR,여가 및 오락시설,CD
BWMN,Bowman Consulting Group Ltd,건설 및 엔지니어링,INDUSTRIAL
DOYU,Douyu International Holdings Ltd ADR,온라인 서비스,IT
LASR,nLIGHT Inc,반도체,IT
ITRN,Ituran Location and Control Ltd,통신 및 네트워킹,COMMUNICATION
WLDN,Willdan Group Inc,경영 지원 서비스,CS
PRTC,PureTech Health PLC ADR,생명 공학 및 의학 연구,HEALTH
AIRJ,Montana Technologies Corp,환경 서비스 및 장비,INDUSTRIAL
SHCR,Sharecare Inc,소프트웨어,IT
KE,Kimball Electronics Inc,반도체,IT
GRVY,Gravity Co Ltd ADR,온라인 서비스,IT
SPFI,South Plains Financial Inc,은행,FINANCIAL
LAND,Gladstone Land Corp,특수 REITs,REAL_ESTATE
SOHU,Sohu.com Ltd ADR,온라인 서비스,IT
RBBN,Ribbon Communications Inc,통신 및 네트워킹,COMMUNICATION
NFBK,Northfield Bancorp Inc,은행,FINANCIAL
CHSCM,CHS Reset Rate Cumulative Redeemable Pref Shs Series 3 Class B,어업 및 농업,MATERIALS
MGIC,Magic Software Enterprises Ltd,소프트웨어,IT
NBN,Northeast Bank,은행,FINANCIAL
SLRN,ACELYRIN Inc,생명 공학 및 의학 연구,HEALTH
PAL,Proficient Auto Logistics Inc,지상 및 해상 여객 운송,INDUSTRIAL
GLAD,Gladstone Capital Corp,폐쇄형 펀드,FINANCIAL
WASH,Washington Trust Bancorp Inc,은행,FINANCIAL
CTLP,Cantaloupe Inc,핀테크,FINANCIAL
QTRX,Quanterix Corp,첨단 의료 장비 및 기술,HEALTH
YMAB,Y-mAbs Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
CENT,Central Garden & Pet Co,식품 가공,CD
ACTG,Acacia Research Corp,경영 지원 서비스,CS
HIFS,Hingham Institution For Savings,은행,FINANCIAL
OABI,OmniAb Inc,생명 공학 및 의학 연구,HEALTH
VERV,Verve Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
THFF,First Financial Corp,은행,FINANCIAL
VALN,Valneva SE ADR,생명 공학 및 의학 연구,HEALTH
RXT,Rackspace Technology Inc,IT 서비스 및 컨설팅,IT
ALEC,Alector Inc,생명 공학 및 의학 연구,HEALTH
LILM,Lilium NV,항공우주 및 방위,INDUSTRIAL
NGNE,Neurogene Inc,생명 공학 및 의학 연구,HEALTH
ZIMV,ZimVie Inc,"의료 장비, 물품 및 유통",HEALTH
ZUMZ,Zumiez Inc,의류 및 액세서리 소매,CD
TERN,Terns Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
VREX,Varex Imaging Corp,첨단 의료 장비 및 기술,HEALTH
RSVR,Reservoir Media Inc,엔터테인먼트 제작,COMMUNICATION
CMPS,Compass Pathways PLC ADR,생명 공학 및 의학 연구,HEALTH
NNDM,Nano Dimension Ltd ADR,전자 장비 및 부품,IT
HSAI,Hesai Group ADR,전자 장비 및 부품,IT
ZEUS,Olympic Steel Inc,철 및 강철,MATERIALS
VNET,VNET Group Inc ADR,IT 서비스 및 컨설팅,IT
BCAL,California Bancorp,은행,FINANCIAL
OFLX,Omega Flex Inc,산업용 기계 및 장비,INDUSTRIAL
CCNE,CNB Financial Corp,은행,FINANCIAL
AROW,Arrow Financial Corp,은행,FINANCIAL
SHYF,Shyft Group Inc,자동차 및 트럭 제조,INDUSTRIAL
EVLV,Evolv Technologies Holdings Inc,통신 및 네트워킹,COMMUNICATION
LRMR,Larimar Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
FATE,Fate Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
EWCZ,European Wax Center Inc,개인 서비스,CS
COMM,CommScope Holding Company Inc,통신 및 네트워킹,COMMUNICATION
EYPT,EyePoint Pharmaceuticals Inc,제약,HEALTH
INOD,Innodata Inc,IT 서비스 및 컨설팅,IT
CTNM,Contineum Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
MXCT,MaxCyte Inc,첨단 의료 장비 및 기술,HEALTH
ELYM,Eliem Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
QTTB,Q32 Bio Inc,생명 공학 및 의학 연구,HEALTH
NEXN,Nexxen International Ltd ADR,광고 및 마케팅,CS
GAIN,Gladstone Investment Corp,폐쇄형 펀드,FINANCIAL
ESQ,Esquire Financial Holdings Inc,은행,FINANCIAL
FNKO,Funko Inc,장난감 및 어린이 제품,CD
AMCX,AMC Networks Inc,방송,COMMUNICATION
FITBI,Fifth Third Bancorp Depositary Shares Representing 1/1000th Perp Pref Shs,은행,FINANCIAL
WTO,Utime Ltd,전화 및 소형 장치,COMMUNICATION
PGC,Peapack-Gladstone Financial Corp,은행,FINANCIAL
ALTI,AlTi Global  Inc,투자 관리 및 펀드 운영,FINANCIAL
BATRA,Liberty Media Liberty Braves Ord Shs  Series A,여가 및 오락시설,CD
BRY,Berry Corporation (Bry),"오일, 가스 탐사 및 생산",ENERGY
THRD,Third Harmonic Bio Inc,생명 공학 및 의학 연구,HEALTH
SEZL,Sezzle Inc,경영 지원 서비스,CS
LE,Lands End Inc,의류 및 액세서리 소매,CD
BHFAN,Brighthouse Financial 1000 DS Repstg Non Cum Pfd Ser C,복합보험 및 중개인,FINANCIAL
ANSC,Agriculture & Natural Solutions Acquisition Corp,투자 지주 회사,FINANCIAL
MSBI,Midland States Bancorp Inc,은행,FINANCIAL
PFIS,Peoples Financial Services Corp,은행,FINANCIAL
BIGC,Bigcommerce Holdings Inc,소프트웨어,IT
MERC,Mercer International Inc,종이 제품,MATERIALS
RWAY,Runway Growth Finance Corp,기업 금융 서비스,FINANCIAL
BTMD,Biote Corp,전문 정보 서비스,CS
QRTEP,Qurate Retail 8 0 Cumulative Redeemable Pref Shs,백화점,CD
NTGR,NETGEAR Inc,통신 및 네트워킹,COMMUNICATION
CRESY,Cresud SACIF y A ADR,어업 및 농업,MATERIALS
ATLC,Atlanticus Holdings Corp,소비자 대출,FINANCIAL
MPB,Mid Penn Bancorp Inc,은행,FINANCIAL
LUNR,Intuitive Machines Inc,항공우주 및 방위,INDUSTRIAL
SHBI,Shore Bancshares Inc,은행,FINANCIAL
CHSCN,CHS Reset Rate Pref Shs Class B Series 2,어업 및 농업,MATERIALS
GRPN,Groupon Inc,할인점,CD
CWCO,Consolidated Water Co Ltd,수자원 유틸리티,UTILITY
BAND,Bandwidth Inc,소프트웨어,IT
BPYPM,Brookfield Property Preferred Pref Shs,기업 금융 서비스,FINANCIAL
CHW,Calamos Global Dynamic Income Closed Fund,폐쇄형 펀드,FINANCIAL
LYTS,LSI Industries Inc,건설 자재 및 비품,MATERIALS
PACB,Pacific Biosciences of California Inc,첨단 의료 장비 및 기술,HEALTH
SFIX,Stitch Fix Inc,온라인 서비스,IT
LIND,Lindblad Expeditions Holdings Inc,"호텔, 모텔 및 크루즈 라인",CD
TWFG,TWFG Inc,복합보험 및 중개인,FINANCIAL
ABSI,Absci Corp,생명 공학 및 의학 연구,HEALTH
TSHA,Taysha Gene Therapies Inc,생명 공학 및 의학 연구,HEALTH
MOFG,Midwestone Financial Group Inc (IOWA),은행,FINANCIAL
ALRS,Alerus Financial Corp,은행,FINANCIAL
DHIL,Diamond Hill Investment Group Inc,투자 관리 및 펀드 운영,FINANCIAL
AURA,Aura Biosciences Inc,생명 공학 및 의학 연구,HEALTH
TMCI,Treace Medical Concepts Inc,"의료 장비, 물품 및 유통",HEALTH
RDUS,Radius Recycling Inc,철 및 강철,MATERIALS
SVCO,Silvaco Group Inc,소프트웨어,IT
KRNY,Kearny Financial Corp,은행,FINANCIAL
CCCC,C4 Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
LSEA,Landsea Homes Corp,"부동산 임대, 개발 및 운영",REAL_ESTATE
ALNT,Allient Inc,전기 부품 및 장비,INDUSTRIAL
EXAI,Exscientia PLC ADR,생명 공학 및 의학 연구,HEALTH
ALT,Altimmune Inc,생명 공학 및 의학 연구,HEALTH
NNOX,Nano-X Imaging Ltd,첨단 의료 장비 및 기술,HEALTH
CERS,Cerus Corp,"의료 장비, 물품 및 유통",HEALTH
LXEO,Lexeo Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
VYGR,Voyager Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
SWIM,Latham Group Inc,오락용 제품,CD
CEVA,CEVA Inc,반도체,IT
HRZN,Horizon Technology Finance Corp,폐쇄형 펀드,FINANCIAL
PRTH,Priority Technology Holdings Inc,핀테크,FINANCIAL
BHFAO,Brighthouse Financial 1000 Depositary Shares Representing 1 Pref Series B,복합보험 및 중개인,FINANCIAL
BHFAP,Brighthouse Financial 1000 DS Representing 6 6 Non Cumulative Pref Shs Series A,복합보험 및 중개인,FINANCIAL
VALU,Value Line Inc,전문 정보 서비스,CS
VLGEA,Village Super Market Inc,식품 소매 및 유통,CS
DAVE,Dave Inc,핀테크,FINANCIAL
AGNCO,AGNC Investment DS REP 1/1000 Cumulative Pref Shs Series E,특수 REITs,REAL_ESTATE
ATNI,ATN International Inc,통합 통신 서비스,COMMUNICATION
PERI,Perion Network Ltd,소프트웨어,IT
RICK,RCI Hospitality Holdings Inc,레스토랑 및 바,CD
ACGLN,Arch Capital Group Depositary Shares Rep1000 Non Cumu Pref Shs Series G,손해보험,FINANCIAL
DGICA,Donegal Group Inc Class A,손해보험,FINANCIAL
TSAT,Telesat Corp,무선 통신 서비스,COMMUNICATION
