Symbol,Name,Industry,Sector
AZ,A2Z Smart Technologies Corp,항공우주 및 방위,INDUSTRIAL
TOI,Oncology Institute Inc,의료 시설 및 서비스,HEALTH
TLF,Tandy Leather Factory Inc,직물 및 가죽제품,MATERIALS
JRSH,Jerash Holdings (US) Inc,직물 및 가죽제품,MATERIALS
APYX,Apyx Medical Corp,"의료 장비, 물품 및 유통",HEALTH
SWIN,Solowin Holdings Ltd,투자 은행 및 중개 서비스,FINANCIAL
SUGP,SU Group Holdings Ltd,경영 지원 서비스,CS
GAME,GameSquare Holdings Inc,소프트웨어,IT
POCI,Precision Optics Corporation Inc,"의료 장비, 물품 및 유통",HEALTH
ZAPP,Zapp Electric Vehicles Group Ltd,자동차 및 트럭 제조,INDUSTRIAL
CODX,Co-Diagnostics Inc,첨단 의료 장비 및 기술,HEALTH
IMRX,Immuneering Corp,생명 공학 및 의학 연구,HEALTH
BGFV,Big 5 Sporting Goods Corp,기타 전문 소매,CD
CARM,Carisma Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
AIXI,Xiao-I Corp ADR,소프트웨어,IT
BNGO,Bionano Genomics Inc,첨단 의료 장비 및 기술,HEALTH
CLNN,Clene Inc.,생명 공학 및 의학 연구,HEALTH
TACT,TransAct Technologies Inc,컴퓨터 하드웨어,IT
MLEC,Moolec Science SA,어업 및 농업,MATERIALS
MOVE,Movano Inc,첨단 의료 장비 및 기술,HEALTH
EHGO,Eshallgo Inc,,
TPCS,TechPrecision Corp,산업용 기계 및 장비,INDUSTRIAL
POWWP,AMMO 8 75 Cumulative Redeemable Perpetual Prf Shs Series A,항공우주 및 방위,INDUSTRIAL
BRAC,Broad Capital Acquisition Corp,투자 지주 회사,FINANCIAL
MCAGU,Mountain Crest Acquisition V Units,투자 지주 회사,FINANCIAL
IZEA,IZEA Worldwide Inc,온라인 서비스,IT
CCLD,CareCloud Inc,소프트웨어,IT
MRKR,Marker Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
OKYO,OKYO Pharma Ltd,제약,HEALTH
TURN,180 Degree Capital Corp,투자 관리 및 펀드 운영,FINANCIAL
BHAT,Blue Hat Interactive Entertainment Technology,장난감 및 어린이 제품,CD
AVHI,Achari Ventures Holdings Corp I,투자 지주 회사,FINANCIAL
CYTH,Cyclo Therapeutics Inc,제약,HEALTH
AADI,Aadi Bioscience Inc,제약,HEALTH
YYGH,YY Group Holding Ltd,고용 서비스,CS
PODC,Podcastone Inc,IT 서비스 및 컨설팅,IT
CUE,Cue Biopharma Inc,생명 공학 및 의학 연구,HEALTH
INKT,Mink Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
NAII,Natural Alternatives International Inc,제약,HEALTH
SHFS,SHF Holdings Inc,은행,FINANCIAL
STI,Solidion Technology Inc,전기 부품 및 장비,INDUSTRIAL
ICU,SeaStar Medical Holding Corp,"의료 장비, 물품 및 유통",HEALTH
OCCIN,OFS Credit Company 5 25 Prf Shs Series E Due 2026,폐쇄형 펀드,FINANCIAL
DECA,Denali Capital Acquisition Corp,투자 지주 회사,FINANCIAL
RPID,Rapid Micro Biosystems Inc,제약,HEALTH
QRTEB,Qurate Retail Inc Series B,백화점,CD
IXHL,Incannex Healthcare Inc,제약,HEALTH
NISN,Nisun International Enterprise Development Group Co Ltd,핀테크,FINANCIAL
AAME,Atlantic American Corp,생명 및 건강 보험,FINANCIAL
LFWD,ReWalk Robotics Ltd,"의료 장비, 물품 및 유통",HEALTH
OESX,Orion Energy Systems Inc,건설 자재 및 비품,MATERIALS
GORV,Lazydays Holdings Inc,오락용 제품,CD
ICAD,ICAD Inc,첨단 의료 장비 및 기술,HEALTH
XLO,Xilio Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
GLBS,Globus Maritime Ltd,해양 화물 및 물류,INDUSTRIAL
HUDI,Huadi International Group Co.  Ltd.,철 및 강철,MATERIALS
MIRA,Mira Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
CCLDP,CareCloud 11 Cumulative Redeemable Perpetual Pref Shs Series A,소프트웨어,IT
ACHL,Achilles Therapeutics PLC ADR,생명 공학 및 의학 연구,HEALTH
NRBO,NeuroBo Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
INAB,IN8BIO  Inc.,생명 공학 및 의학 연구,HEALTH
ACXP,Acurx Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
TPST,Tempest Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
DTST,Data Storage Corp,IT 서비스 및 컨설팅,IT
HOUR,Hour Loop Inc,백화점,CD
DGHI,Digihost Technology Inc,블록 체인 및 암호화폐,FINANCIAL
NTWK,NetSol Technologies Inc,IT 서비스 및 컨설팅,IT
LASE,Laser Photonics Corp,전기 부품 및 장비,INDUSTRIAL
USEG,US Energy Corp,"오일, 가스 탐사 및 생산",ENERGY
UNCY,Unicycive Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
IRIX,IRIDEX Corp,첨단 의료 장비 및 기술,HEALTH
RNLX,Renalytix PLC ADR,첨단 의료 장비 및 기술,HEALTH
MOGO,Mogo Inc,핀테크,FINANCIAL
SDIG,Stronghold Digital Mining Inc,블록 체인 및 암호화폐,FINANCIAL
SOND,Sonder Holdings Inc,"호텔, 모텔 및 크루즈 라인",CD
AEHL,Antelope Enterprise Holdings Ltd,온라인 서비스,IT
DZSI,DZS Inc,통합 통신 서비스,COMMUNICATION
BYFC,Broadway Financial Corp,은행,FINANCIAL
RDI,Reading International Inc Class A,여가 및 오락시설,CD
LFMDP,LifeMD 8.875 Cumulative Perpetual Pref Shs Series A,첨단 의료 장비 및 기술,HEALTH
FTEK,Fuel Tech Inc,환경 서비스 및 장비,INDUSTRIAL
PLUR,Pluri Inc,생명 공학 및 의학 연구,HEALTH
QNCX,Quince Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
AXDX,Accelerate Diagnostics Inc,첨단 의료 장비 및 기술,HEALTH
NWGL,Nature Wood Group Ltd ADR,임업 및 목재 제품,MATERIALS
ICCC,ImmuCell Corp,생명 공학 및 의학 연구,HEALTH
ICLK,iClick Interactive Asia Group Ltd ADR,광고 및 마케팅,CS
ESGL,ESGL Holdings Ltd,환경 서비스 및 장비,INDUSTRIAL
QMCO,Quantum Corp,컴퓨터 하드웨어,IT
STRM,Streamline Health Solutions Inc,의료 시설 및 서비스,HEALTH
APWC,Asia Pacific Wire & Cable Corporation Ltd,전기 부품 및 장비,INDUSTRIAL
ICCM,Icecure Medical Ltd,첨단 의료 장비 및 기술,HEALTH
QOMO,Qomolangma Acquisition Corp,투자 지주 회사,FINANCIAL
FGBIP,First Guaranty Bancshares 6.75 Dep Shs Rep Non Cumulative Perpetual Prf Shs,은행,FINANCIAL
PHUN,Phunware Inc,소프트웨어,IT
KALA,KALA BIO Inc,제약,HEALTH
HOLO,MicroCloud Hologram Inc,소프트웨어,IT
MNDR,Mobile-health Network Solutions,소프트웨어,IT
GTIM,Good Times Restaurants Inc,레스토랑 및 바,CD
FGF,Fundamental Global Inc,재보험,FINANCIAL
DRIO,DarioHealth Corp,"의료 장비, 물품 및 유통",HEALTH
CXAI,CXApp Inc,소프트웨어,IT
GMM,Global Mofy Metaverse Ltd,IT 서비스 및 컨설팅,IT
HUDA,Hudson Acquisition I Corp,투자 지주 회사,FINANCIAL
CHR,Cheer Holding Inc,IT 서비스 및 컨설팅,IT
MKDW,MKDWELL Tech Inc,"자동차, 트럭 및 오토바이 부품",INDUSTRIAL
MOBX,MOBIX LABS  INC.,반도체,IT
DARE,Dare Bioscience Inc,생명 공학 및 의학 연구,HEALTH
KFFB,Kentucky First Federal Bancorp,은행,FINANCIAL
LPCN,Lipocine Inc,생명 공학 및 의학 연구,HEALTH
SOHOB,Sotherly Hotels 8.0% Cumulative Redeemable Perpetual Pref Shs Series B,특수 REITs,REAL_ESTATE
RNXT,RenovoRx Inc,생명 공학 및 의학 연구,HEALTH
BANFP,BancFirst 7.2% Cumulative Pref Shs,기업 금융 서비스,FINANCIAL
BOLT,Bolt Biotherapeutics Inc,생명 공학 및 의학 연구,HEALTH
WHLM,Wilhelmina International Inc,고용 서비스,CS
CRIS,Curis Inc,생명 공학 및 의학 연구,HEALTH
PMN,ProMIS Neurosciences Inc,생명 공학 및 의학 연구,HEALTH
STBX,Starbox Group Holdings Ltd,경영 지원 서비스,CS
TRIB,Trinity Biotech PLC ADR,"의료 장비, 물품 및 유통",HEALTH
EVTV,Envirotech Vehicles Inc,"자동차, 트럭 및 오토바이 부품",INDUSTRIAL
RAVE,Rave Restaurant Group Inc,레스토랑 및 바,CD
EQ,Equillium Inc,제약,HEALTH
TWG,Top Wealth Group Holding Ltd,어업 및 농업,MATERIALS
GRYP,Gryphon Digital Mining Inc,블록 체인 및 암호화폐,FINANCIAL
DTCK,Davis Commodities Ltd,식품 소매 및 유통,CS
LSH,Lakeside Holdings Ltd,"부동산 임대, 개발 및 운영",REAL_ESTATE
FBIOP,Fortress Biotech 9 375 Cumulative Redeemable Perpetual Pref Shs Series A,제약,HEALTH
ENLV,Enlivex Therapeutics Ltd,생명 공학 및 의학 연구,HEALTH
UONE,Urban One Inc Class A,방송,COMMUNICATION
VYNE,Vyne Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
MDAI,Spectral AI Inc,첨단 의료 장비 및 기술,HEALTH
ORGS,Orgenesis Inc,"의료 장비, 물품 및 유통",HEALTH
ECDA,ECD Automotive Design Inc,자동차 및 트럭 제조,INDUSTRIAL
RVPH,Reviva Pharmaceuticals Holdings  Inc.,생명 공학 및 의학 연구,HEALTH
ISPO,Inspirato Inc,여가 및 오락시설,CD
CGTX,Cognition Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
CMLS,Cumulus Media Inc,방송,COMMUNICATION
RR,Richtech Robotics Inc,"가전제품, 도구 및 가정 용품",CD
AQMS,Aqua Metals Inc,특수 채굴 및 금속,MATERIALS
PMEC,Primech Holdings Ltd,경영 지원 서비스,CS
UTSI,UTStarcom Holdings Corp,통신 및 네트워킹,COMMUNICATION
SNAL,Snail Inc,소프트웨어,IT
NKGN,NKGen Biotech Inc,생명 공학 및 의학 연구,HEALTH
LSTA,Lisata Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
FRMEP,First Merchants Depository Shares reprs 1 100th 7 50 Non Cum Perp Prf Shs A,은행,FINANCIAL
GRRR,Gorilla Technology Group Inc,IT 서비스 및 컨설팅,IT
XOMAP,XOMA Royalty 8.625 Cumulative Perpetual Pref Shs Series A,생명 공학 및 의학 연구,HEALTH
CACO,Caravelle International Group,항만 운영 및 서비스,INDUSTRIAL
SOHOO,Sotherly Hotels Cum Redeemable Perptual 7.875 Pref Shs Series C,특수 REITs,REAL_ESTATE
PSHG,Performance Shipping Inc,해양 화물 및 물류,INDUSTRIAL
PYPD,PolyPid Ltd,제약,HEALTH
HYFM,Hydrofarm Holdings Group Inc,중장비 및 차량,INDUSTRIAL
SABS,SAB Biotherapeutics Inc,생명 공학 및 의학 연구,HEALTH
AIEV,Thunder Power Holdings Inc,투자 지주 회사,FINANCIAL
MTEN,Mingteng International Corp Inc,산업용 기계 및 장비,INDUSTRIAL
KSCP,Knightscope Inc,통신 및 네트워킹,COMMUNICATION
TMTCU,TMT Acquisition Units,투자 지주 회사,FINANCIAL
CVV,CVD Equipment Corp,산업용 기계 및 장비,INDUSTRIAL
SOHO,Sotherly Hotels Inc,특수 REITs,REAL_ESTATE
ATER,Aterian Inc,"가전제품, 도구 및 가정 용품",CD
UBX,UNITY Biotechnology Inc,생명 공학 및 의학 연구,HEALTH
BYU,BAIYU Holdings Inc,지상 및 해상 여객 운송,INDUSTRIAL
YYAI,Connexa Sports Technologies Inc,오락용 제품,CD
GBNY,Generations Bancorp NY Inc,은행,FINANCIAL
NCNC,noco-noco Inc,환경 서비스 및 장비,INDUSTRIAL
TKLF,Yoshitsu Co Ltd ADR,의약품 소매,HEALTH
JFU,9F Inc ADR,투자 관리 및 펀드 운영,FINANCIAL
CGBS,Crown LNG Holdings Ltd,"오일, 가스 탐사 및 생산",ENERGY
FEMY,Femasys Inc,"의료 장비, 물품 및 유통",HEALTH
AGMH,AGM Group Holdings Inc,소프트웨어,IT
VCIG,VCI Global Ltd,경영 지원 서비스,CS
ZOOZ,Zooz Power Ltd,전력 유틸리티,UTILITY
ONMD,Onemednet Corp,경영 지원 서비스,CS
BIAF,bioAffinity Technologies Inc,"의료 장비, 물품 및 유통",HEALTH
DALN,Dallasnews Corp,소비자 출판,CD
ACST,Acasti Pharma Inc,제약,HEALTH
GP,GreenPower Motor Company Inc,자동차 및 트럭 제조,INDUSTRIAL
SRZN,Surrozen Inc,생명 공학 및 의학 연구,HEALTH
MEIP,MEI Pharma Inc,생명 공학 및 의학 연구,HEALTH
FPAY,FlexShopper Inc,온라인 서비스,IT
NEPH,Nephros Inc,환경 서비스 및 장비,INDUSTRIAL
MNSBP,MainStreet Bancshares Depositary Shares Representing Pref Shs,은행,FINANCIAL
OCCIO,OFS Credit Company 6 125 Prf Series C,폐쇄형 펀드,FINANCIAL
,Nano Labs Ltd,반도체,IT
CTCX,Carmell Corp,생명 공학 및 의학 연구,HEALTH
DAIO,Data I/O Corp,컴퓨터 하드웨어,IT
LRE,Lead Real Estate Co Ltd ADR,"부동산 임대, 개발 및 운영",REAL_ESTATE
BCLI,Brainstorm Cell Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
IPA,Immunoprecise Antibodies Ltd,제약,HEALTH
RDIB,Reading International Inc Class B,여가 및 오락시설,CD
SLNH,Soluna Holdings Inc,IT 서비스 및 컨설팅,IT
BIOR,Biora Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
NMTC,Neuroone Medical Technologies Corp,첨단 의료 장비 및 기술,HEALTH
OCC,Optical Cable Corp,통신 및 네트워킹,COMMUNICATION
CUTR,Cutera Inc,첨단 의료 장비 및 기술,HEALTH
HYZN,Hyzon Motors Inc,중장비 및 차량,INDUSTRIAL
XAIR,Beyond Air Inc,"의료 장비, 물품 및 유통",HEALTH
HCWB,HCW Biologics Inc,생명 공학 및 의학 연구,HEALTH
USEA,United Maritime Corp,해양 화물 및 물류,INDUSTRIAL
PIRS,Pieris Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
SWAG,Stran & Company Inc,광고 및 마케팅,CS
SOHON,SOTHERLY HOTELS Perpetual Pref Shs Series D,특수 REITs,REAL_ESTATE
WKHS,Workhorse Group Inc,자동차 및 트럭 제조,INDUSTRIAL
IZM,ICZOOM Group Inc,전자 장비 및 부품,IT
EVGN,Evogene Ltd,생명 공학 및 의학 연구,HEALTH
APCX,AppTech Payments Corp,핀테크,FINANCIAL
CPSH,CPS Technologies Corp,전기 부품 및 장비,INDUSTRIAL
COOT,Australian Oilseeds Holdings Ltd,식품 가공,CD
MMV,MultiMetaVerse Holdings Limited,엔터테인먼트 제작,COMMUNICATION
MINDP,MIND Technology 9 00 Cumulative Pref Shs Series A,오일 관련 서비스 및 장비,ENERGY
NRXP,NRX Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
CPIX,Cumberland Pharmaceuticals Inc,제약,HEALTH
GDTC,CytoMed Therapeutics Ltd,생명 공학 및 의학 연구,HEALTH
BANL,CBL International Ltd,항만 운영 및 서비스,INDUSTRIAL
AACG,ATA Creativity Global ADR,기타 교육 서비스 제공,CS
NVA,Nova Minerals Ltd ADR,다각적 채굴,MATERIALS
LOBO,LOBO EV Technologies Ltd,자동차 및 트럭 제조,INDUSTRIAL
CHSN,Chanson International Holding,식품 가공,CD
NERV,Minerva Neurosciences Inc,생명 공학 및 의학 연구,HEALTH
GTEC,Greenland Technologies Holding Corp,"자동차, 트럭 및 오토바이 부품",INDUSTRIAL
STRRP,Star Equity Holdings Cumulative Perpetual Pref Shs Series A,주택 건설,INDUSTRIAL
AEZS,COSCIENS Biopharma Inc,생명 공학 및 의학 연구,HEALTH
TXMD,TherapeuticsMD Inc,제약,HEALTH
BTCS,BTCS Inc,경영 지원 서비스,CS
KIRK,Kirkland's Inc,가정용 가구 소매,CD
SMSI,Smith Micro Software Inc,소프트웨어,IT
PSIG,PS International Group Ltd,"배달, 우편, 항공 화물 및 육상 물류",INDUSTRIAL
WKSP,Worksport Ltd,경영 지원 서비스,CS
NXPL,NextPlat Corp,무선 통신 서비스,COMMUNICATION
IMPPP,Imperial Petroleum 8.75 Cumulative Redeemable Perpetual Pref Shs Series A,재생 가능 연료,ENERGY
SYBX,Synlogic Inc,생명 공학 및 의학 연구,HEALTH
GREE,Greenidge Generation Holdings Inc,블록 체인 및 암호화폐,FINANCIAL
BBGI,Beasley Broadcast Group Inc,방송,COMMUNICATION
WVVI,Willamette Valley Vineyards Inc,증류주 및 포도주,CD
COSM,Cosmos Health Inc,제약,HEALTH
CLPS,CLPS Inc,IT 서비스 및 컨설팅,IT
CARA,Cara Therapeutics Inc,제약,HEALTH
SAI,SAI.TECH Global Corp,블록 체인 및 암호화폐,FINANCIAL
LYRA,Lyra Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
AWH,Aspira Women's Health Inc,생명 공학 및 의학 연구,HEALTH
EKSO,Ekso Bionics Holdings Inc,첨단 의료 장비 및 기술,HEALTH
RCON,Recon Technology Ltd,오일 관련 서비스 및 장비,ENERGY
JG,Aurora Mobile Ltd ADR,IT 서비스 및 컨설팅,IT
ABTS,Abits Group Inc,온라인 서비스,IT
BFRG,BullFrog AI Holdings  Inc.,생명 공학 및 의학 연구,HEALTH
DUOT,Duos Technologies Group Inc,소프트웨어,IT
SPRB,Spruce Biosciences Inc,생명 공학 및 의학 연구,HEALTH
CMMB,Chemomab Therapeutics Ltd ADR,생명 공학 및 의학 연구,HEALTH
EDTK,Skillful Craftsman Education Technology Ltd,전문 및 비즈니스 교육,CS
ITRM,Iterum Therapeutics PLC,생명 공학 및 의학 연구,HEALTH
APRE,Aprea Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
SDOT,Sadot Group Inc,어업 및 농업,MATERIALS
ALCE,Alternus Clean Energy Inc,전력 유틸리티,UTILITY
JZXN,Jiuzi Holdings Inc,"자동차 차량, 부품 및 서비스 소매",CD
MSS,Maison Solutions Inc,식품 소매 및 유통,CS
CCTG,CCSC Technology International Holdings Ltd,전자 장비 및 부품,IT
MHUA,Meihua International Medical Technologies Co Ltd,"의료 장비, 물품 및 유통",HEALTH
PXDT,Pixie Dust Technologies Inc ADR,IT 서비스 및 컨설팅,IT
WAVE,Eco Wave Power Global AB (publ) ADR,전력 유틸리티,UTILITY
SEED,Origin Agritech Ltd,어업 및 농업,MATERIALS
LRHC,La Rosa Holdings,부동산 서비스,REAL_ESTATE
LDTC,LeddarTech Holdings Inc.,소프트웨어,IT
ELBM,Electra Battery Materials Corp,특수 채굴 및 금속,MATERIALS
COCP,Cocrystal Pharma Inc,생명 공학 및 의학 연구,HEALTH
EDUC,Educational Development Corp,소비자 출판,CD
SLNHP,Soluna Holdings 9.0 Cumulative Perpetual Pref Shs Series A,IT 서비스 및 컨설팅,IT
VIRX,Viracta Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
IINN,Inspira Technologies Oxy BHN Ltd,첨단 의료 장비 및 기술,HEALTH
GYRO,Gyrodyne LLC,"부동산 임대, 개발 및 운영",REAL_ESTATE
PEV,Phoenix Motor Inc,자동차 및 트럭 제조,INDUSTRIAL
OMIC,Singular Genomics Systems Inc,생명 공학 및 의학 연구,HEALTH
APLM,Apollomics Inc,생명 공학 및 의학 연구,HEALTH
NXGL,Nexgel Inc,제약,HEALTH
HKIT,Hitek Global Inc,통합 하드웨어 및 소프트웨어,IT
GANX,Gain Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
FBRX,Forte Biosciences Inc,생명 공학 및 의학 연구,HEALTH
JZ,Jianzhi Education Technology Group Co Ltd ADR,전문 및 비즈니스 교육,CS
ONCT,Oncternal Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
DLPN,Dolphin Entertainment Inc,엔터테인먼트 제작,COMMUNICATION
HLP,Hongli Group Inc,산업용 기계 및 장비,INDUSTRIAL
FLYE,Fly-E Group Inc,"자동차, 트럭 및 오토바이 부품",INDUSTRIAL
EPOW,Sunrise New Energy Co Ltd,경영 지원 서비스,CS
TAIT,Taitron Components Inc,전자 장비 및 부품,IT
LUMO,Lumos Pharma Inc,생명 공학 및 의학 연구,HEALTH
WENA,ANEW Medical Inc,투자 지주 회사,FINANCIAL
VINC,Vincerx Pharma Inc,생명 공학 및 의학 연구,HEALTH
BLMZ,BloomZ Inc,엔터테인먼트 제작,COMMUNICATION
OXBR,Oxbridge Re Holdings Ltd,재보험,FINANCIAL
PT,Pintec Technology Holdings Ltd ADR,IT 서비스 및 컨설팅,IT
PETV,PetVivo Holdings Inc,"의료 장비, 물품 및 유통",HEALTH
MCVT,Mill City Ventures III Ltd,소비자 대출,FINANCIAL
UGRO,urban-gro Inc,어업 및 농업,MATERIALS
PMCB,PharmaCyte Biotech Inc,제약,HEALTH
BOSC,BOS Better Online Solutions Ltd,산업용 기계 및 장비,INDUSTRIAL
VISL,Vislink Technologies Inc,통신 및 네트워킹,COMMUNICATION
SNSE,Sensei Biotherapeutics Inc,생명 공학 및 의학 연구,HEALTH
AHI,Advanced Health Intelligence Ltd ADR,소프트웨어,IT
SQFTP,Presidio Property Trus 9.375 Cumulative Redeemable Perpetual Cumulative,복합부동산 REITs,REAL_ESTATE
WETH,Wetouch Technology Inc,전자 장비 및 부품,IT
GFAI,Guardforce AI Co Ltd,경영 지원 서비스,CS
CLRO,Clearone Inc,통신 및 네트워킹,COMMUNICATION
MIGI,Mawson Infrastructure Group Inc,IT 서비스 및 컨설팅,IT
VEV,Vicinity Motor Corp,중장비 및 차량,INDUSTRIAL
EDSA,Edesa Biotech Inc,생명 공학 및 의학 연구,HEALTH
IMNN,Imunon Inc,생명 공학 및 의학 연구,HEALTH
CANB,Can B Corp,식품 소매 및 유통,CS
XELB,Xcel Brands Inc,엔터테인먼트 제작,COMMUNICATION
ALTS,ALT5 Sigma Corp,핀테크,FINANCIAL
ANY,Sphere 3D Corp,블록 체인 및 암호화폐,FINANCIAL
AMIX,Autonomix Medical Inc,첨단 의료 장비 및 기술,HEALTH
SGMA,SigmaTron International Inc,반도체,IT
CJJD,China Jo-Jo Drugstores Inc,의약품 소매,HEALTH
YQ,17 Education & Technology Group Inc ADR,기타 교육 서비스 제공,CS
APM,Aptorum Group Ltd,제약,HEALTH
CJET,Chijet Motor Co Inc,자동차 및 트럭 제조,INDUSTRIAL
CMAX,CareMax Inc,의료 시설 및 서비스,HEALTH
TLIS,Talis Biomedical Corp,생명 공학 및 의학 연구,HEALTH
RDHL,Redhill Biopharma Ltd ADR,제약,HEALTH
MGIH,Millennium Group International Holdings Ltd,종이 포장재,MATERIALS
UCAR,U Power Ltd,자동차 및 트럭 제조,INDUSTRIAL
TLPH,Talphera Inc,제약,HEALTH
SANW,S&W Seed Co,어업 및 농업,MATERIALS
HOFV,Hall of Fame Resort & Entertainment Co,"호텔, 모텔 및 크루즈 라인",CD
ZKIN,ZK International Group Co Ltd,건설 자재 및 비품,MATERIALS
CNTM,ConnectM Technology Solutions Inc,소프트웨어,IT
MBOT,Microbot Medical Inc,생명 공학 및 의학 연구,HEALTH
FMST,Foremost Lithium Resource & Technology Ltd,다각적 채굴,MATERIALS
TURB,Turbo Energy SA ADR,재생 가능 에너지 장비 및 서비스,ENERGY
TOMZ,TOMI Environmental Solutions Inc,환경 서비스 및 장비,INDUSTRIAL
RGF,Real Good Food Company Inc,식품 가공,CD
YHGJ,Yunhong Green CTI Ltd,용기(종이 제외) 및 포장재,MATERIALS
GSUN,Golden Sun Health Technology Group Ltd,기타 교육 서비스 제공,CS
AYTU,Aytu Biopharma Inc,제약,HEALTH
GIGM,GigaMedia Ltd,온라인 서비스,IT
INDP,Indaptus Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
VRAR,Glimpse Group Inc,소프트웨어,IT
ULY,Urgent.ly Inc,소프트웨어,IT
CCLDO,CareCloud 8 75 Cumulative Redeemable Perpetual Pref Shs Series B,소프트웨어,IT
JCTCF,Jewett-Cameron Trading Company Ltd,임업 및 목재 제품,MATERIALS
GIPRU,Generation Income Properties Unit,"부동산 임대, 개발 및 운영",REAL_ESTATE
ASTC,Astrotech Corp,전자 장비 및 부품,IT
XELA,Exela Technologies Inc,IT 서비스 및 컨설팅,IT
MTEX,Mannatech Inc,식품 가공,CD
LIQT,LiqTech International Inc,산업용 기계 및 장비,INDUSTRIAL
IMRN,Immuron Ltd ADR,제약,HEALTH
VRM,Vroom Inc,온라인 서비스,IT
HTOO,Fusion Fuel Green PLC,재생 가능 연료,ENERGY
XTLB,X T L Biopharmaceuticals Ltd ADR,생명 공학 및 의학 연구,HEALTH
ZPTA,Zapata Computing Holdings Inc,소프트웨어,IT
FGFPP,Fundamental Global 8 00 Cumulative Pref Shs,재보험,FINANCIAL
LAES,Sealsq Corp,반도체,IT
SONM,Sonim Technologies Inc,통신 및 네트워킹,COMMUNICATION
GTACU,Global Technology Acquisition Units,투자 지주 회사,FINANCIAL
STRR,Star Equity Holdings Inc,주택 건설,INDUSTRIAL
BIVI,BioVie Inc,생명 공학 및 의학 연구,HEALTH
GLBZ,Glen Burnie Bancorp,은행,FINANCIAL
MDJH,MDJM Ltd,부동산 서비스,REAL_ESTATE
FCUV,Focus Universal Inc,소프트웨어,IT
ELSE,Electro-Sensors Inc,산업용 기계 및 장비,INDUSTRIAL
EVAX,Evaxion Biotech A/S ADR,생명 공학 및 의학 연구,HEALTH
GLTO,Galecto Inc,생명 공학 및 의학 연구,HEALTH
TRUG,Trugolf Holdings Inc,통합 하드웨어 및 소프트웨어,IT
HRYU,Hanryu Holdings Inc,소프트웨어,IT
SSKN,STRATA Skin Sciences Inc,첨단 의료 장비 및 기술,HEALTH
MDRR,Medalist Diversified Reit Inc,상업용 REITs,REAL_ESTATE
MRM,Medirom Healthcare Technologies Inc ADR,개인 서비스,CS
MMAT,Meta Materials Inc,전자 장비 및 부품,IT
RMCO,Royalty Management Holding Corp,금 제외 귀금속 및 광물,MATERIALS
ILAG,Intelligent Living Application Group Inc,산업용 기계 및 장비,INDUSTRIAL
JEWL,Adamas One Corp,의류 및 액세서리,CD
CDT,Conduit Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
FLGC,Flora Growth Corp,의료 시설 및 서비스,HEALTH
OMH,Ohmyhome Ltd,소프트웨어,IT
MULN,Mullen Automotive Inc,자동차 및 트럭 제조,INDUSTRIAL
NUVO,Holdco Nuvo Group DG Ltd,첨단 의료 장비 및 기술,HEALTH
LUXH,LuxUrban Hotels Inc,"부동산 임대, 개발 및 운영",REAL_ESTATE
HWH,HWH International Inc,소프트웨어,IT
INHD,Inno Holdings Inc,건설 및 엔지니어링,INDUSTRIAL
HTCR,HeartCore Enterprises Inc,소프트웨어,IT
MTEK,Maris Tech Ltd,통신 및 네트워킹,COMMUNICATION
OP,Oceanpal Inc,해양 화물 및 물류,INDUSTRIAL
INTJ,Intelligent Group Ltd,광고 및 마케팅,CS
GDC,GD Culture Group Ltd,광고 및 마케팅,CS
FRSX,Foresight Autonomous Holdings Ltd ADR,소프트웨어,IT
GHSI,Guardion Health Sciences Inc,제약,HEALTH
JYD,Jayud Global Logistics Ltd,"배달, 우편, 항공 화물 및 육상 물류",INDUSTRIAL
DPRO,Draganfly Inc,항공우주 및 방위,INDUSTRIAL
CWD,CaliberCos Inc,투자 관리 및 펀드 운영,FINANCIAL
NRSN,Neurosense Therapeutics Ltd,생명 공학 및 의학 연구,HEALTH
NUZE,NuZee Inc,식품 가공,CD
RVYL,Ryvyl Inc,소프트웨어,IT
CLVSQ,Clovis Oncology Inc,생명 공학 및 의학 연구,HEALTH
